episode,reward,policy_loss,value_loss
1,27.0,222.4904022216797,205.85394287109375
2,31.0,290.3629455566406,262.44158935546875
3,16.0,80.31291961669922,78.6053695678711
4,84.0,1813.8509521484375,1324.805908203125
5,25.0,191.7734375,178.3966827392578
6,55.0,840.1742553710938,691.4246215820312
7,14.0,62.62858581542969,59.439361572265625
8,60.0,1006.703369140625,793.2994384765625
9,51.0,737.9465942382812,607.7655639648438
10,21.0,149.90171813964844,131.52516174316406
11,17.0,106.24105834960938,89.42848205566406
12,27.0,217.58938598632812,202.26803588867188
13,27.0,226.80624389648438,202.71453857421875
14,27.0,215.7857666015625,202.09246826171875
15,16.0,82.60623168945312,75.4732437133789
16,15.0,72.19815063476562,67.42581176757812
17,34.0,335.6900939941406,303.4823303222656
18,18.0,103.39370727539062,93.55116271972656
19,14.0,60.223873138427734,57.751068115234375
20,25.0,188.21749877929688,174.04913330078125
21,22.0,162.99154663085938,140.8892364501953
22,26.0,199.48483276367188,185.15509033203125
23,14.0,59.87749481201172,57.011592864990234
24,26.0,201.8056182861328,185.62815856933594
25,15.0,71.25578308105469,64.73358154296875
26,27.0,221.4044952392578,199.71058654785156
27,18.0,101.05281829833984,94.15947723388672
28,53.0,781.4517822265625,643.4074096679688
29,23.0,159.37864685058594,148.20932006835938
30,21.0,131.2657470703125,121.64498138427734
31,15.0,70.16749572753906,64.34296417236328
32,12.0,44.818443298339844,40.9894905090332
33,27.0,214.99533081054688,194.90150451660156
34,21.0,140.79052734375,124.1521224975586
35,24.0,168.25254821777344,158.8447265625
36,21.0,127.9227523803711,122.88658142089844
37,40.0,457.74822998046875,392.97412109375
38,11.0,37.08152389526367,33.529335021972656
39,12.0,44.393131256103516,40.5114860534668
40,42.0,518.6094360351562,432.77789306640625
41,22.0,140.304443359375,133.5940399169922
42,35.0,344.4896545410156,311.03912353515625
43,67.0,1153.0501708984375,922.4954223632812
44,22.0,137.5439453125,130.84426879882812
45,21.0,127.08599853515625,119.59844970703125
46,67.0,1194.48828125,920.8907470703125
47,16.0,74.47811126708984,68.99919128417969
48,23.0,157.7679443359375,141.4844207763672
49,52.0,753.6297607421875,613.7650146484375
50,33.0,306.14508056640625,276.7962646484375
51,29.0,236.0181121826172,218.42620849609375
52,41.0,472.1982421875,407.8553771972656
53,20.0,137.27813720703125,114.07550048828125
54,37.0,385.6665954589844,337.669677734375
55,19.0,106.6054458618164,91.73658752441406
56,23.0,152.12159729003906,136.5260772705078
57,17.0,83.35873413085938,77.03208923339844
58,38.0,405.7325439453125,351.53851318359375
59,20.0,122.04839324951172,108.56742095947266
60,20.0,109.45946502685547,105.4596176147461
61,19.0,124.14392852783203,101.1845932006836
62,17.0,85.1026611328125,76.06028747558594
63,45.0,539.4617919921875,469.3520812988281
64,29.0,239.1393585205078,215.9418487548828
65,45.0,563.4019775390625,474.5704040527344
66,18.0,106.70521545410156,91.6299819946289
67,29.0,231.98167419433594,213.20005798339844
68,19.0,96.99427795410156,93.47340393066406
69,41.0,474.9967956542969,401.7472839355469
70,36.0,344.0336608886719,313.0406799316406
71,30.0,249.2866668701172,221.9055938720703
72,31.0,289.982177734375,246.9341278076172
73,30.0,263.40478515625,231.25274658203125
74,30.0,245.2524871826172,225.0424346923828
75,42.0,493.69891357421875,411.7746887207031
76,32.0,292.5268859863281,254.32273864746094
77,32.0,288.25286865234375,253.91238403320312
78,37.0,377.6151123046875,327.0604553222656
79,25.0,166.92596435546875,156.30801391601562
80,31.0,261.43695068359375,237.84925842285156
81,47.0,589.3046264648438,504.6680603027344
82,118.0,3094.634521484375,2035.8465576171875
83,41.0,438.79046630859375,390.5047302246094
84,27.0,199.18739318847656,179.77389526367188
85,28.0,208.83909606933594,191.55824279785156
86,14.0,51.06868362426758,44.8133544921875
87,28.0,210.5731201171875,189.29222106933594
88,88.0,1847.72412109375,1350.1353759765625
89,59.0,885.785888671875,725.5319213867188
90,29.0,222.17543029785156,203.82435607910156
91,37.0,352.4881896972656,317.414306640625
92,29.0,223.58901977539062,202.97454833984375
93,18.0,110.49385833740234,83.96808624267578
94,115.0,2955.274169921875,1951.0364990234375
95,15.0,57.2702751159668,49.24155044555664
96,23.0,159.67031860351562,135.6872100830078
97,103.0,2434.756591796875,1672.595458984375
98,44.0,510.4725646972656,429.2616882324219
99,44.0,496.21405029296875,432.79656982421875
100,53.0,714.87158203125,598.1934204101562
101,69.0,1166.287109375,925.3522338867188
102,21.0,111.31446075439453,100.91727447509766
103,45.0,522.465576171875,444.5253601074219
104,68.0,1153.688720703125,901.7457275390625
105,62.0,941.735595703125,770.3067626953125
106,50.0,646.3333129882812,543.6231689453125
107,20.0,105.51447296142578,87.3080825805664
108,39.0,408.3592224121094,349.1128845214844
109,41.0,445.5348815917969,365.25201416015625
110,39.0,406.3715515136719,337.1695556640625
111,28.0,194.9230499267578,177.2228546142578
112,84.0,1620.63134765625,1232.7376708984375
113,30.0,236.60968017578125,208.90200805664062
114,41.0,422.96795654296875,367.7235412597656
115,60.0,899.00146484375,721.5781860351562
116,96.0,2137.95166015625,1487.5758056640625
117,71.0,1242.3968505859375,945.6355590820312
118,90.0,1915.103271484375,1357.6680908203125
119,81.0,1562.165283203125,1155.4288330078125
120,22.0,119.79877471923828,106.32630157470703
121,29.0,228.41636657714844,199.34156799316406
122,29.0,207.9058837890625,186.0514373779297
123,23.0,131.27096557617188,114.71812438964844
124,63.0,969.7484741210938,773.8910522460938
125,35.0,306.2447509765625,268.4806213378906
126,35.0,322.2940673828125,279.9930725097656
127,48.0,572.0664672851562,488.406982421875
128,45.0,501.06610107421875,415.5382080078125
129,60.0,850.3837890625,712.6395263671875
130,40.0,415.2515869140625,354.9941101074219
131,39.0,361.6874694824219,326.4938049316406
132,69.0,1113.236572265625,893.2902221679688
133,44.0,491.3031005859375,401.9393310546875
134,49.0,581.70556640625,495.85906982421875
135,59.0,827.4359130859375,682.0791625976562
136,53.0,694.7794799804688,564.9395751953125
137,26.0,179.55519104003906,153.09799194335938
138,61.0,863.8216552734375,710.216552734375
139,33.0,267.8345947265625,232.18136596679688
140,32.0,258.74151611328125,227.1069793701172
141,63.0,975.0416870117188,743.9005126953125
142,53.0,706.1779174804688,563.2994995117188
143,31.0,248.2772216796875,210.09860229492188
144,83.0,1635.086181640625,1170.5062255859375
145,71.0,1171.7265625,909.5571899414062
146,25.0,178.59259033203125,137.09954833984375
147,87.0,1687.57861328125,1246.153076171875
148,30.0,246.7819061279297,196.91505432128906
149,93.0,1958.3956298828125,1373.076416015625
150,24.0,148.5315704345703,104.88855743408203
151,36.0,297.9666748046875,266.6991882324219
152,63.0,918.7006225585938,743.4420166015625
153,87.0,1678.3172607421875,1233.76806640625
154,25.0,162.74505615234375,135.02322387695312
155,37.0,335.7723388671875,273.904296875
156,49.0,558.7014770507812,471.590576171875
157,100.0,2190.897705078125,1513.434326171875
158,49.0,572.5216064453125,464.5177917480469
159,43.0,443.6396484375,377.9951171875
160,79.0,1369.949951171875,1045.2967529296875
161,29.0,197.1191864013672,160.71798706054688
162,43.0,432.8409423828125,376.6039733886719
163,28.0,173.75393676757812,151.46437072753906
164,47.0,508.34027099609375,440.55242919921875
165,62.0,864.5305786132812,697.9978637695312
166,40.0,366.6955871582031,308.17303466796875
167,67.0,1069.299072265625,795.31884765625
168,30.0,226.06231689453125,184.07577514648438
169,62.0,866.9400634765625,690.5604858398438
170,100.0,2050.294921875,1496.2958984375
171,62.0,870.9317626953125,686.1582641601562
172,22.0,123.49958801269531,94.6274185180664
173,44.0,454.8302917480469,361.8855285644531
174,101.0,2144.13427734375,1491.27734375
175,78.0,1357.0576171875,998.8740234375
176,35.0,253.48329162597656,231.1966094970703
177,69.0,1084.302734375,812.750732421875
178,22.0,96.06180572509766,78.96064758300781
179,82.0,1452.512451171875,1092.5906982421875
180,56.0,684.6735229492188,559.9456787109375
181,29.0,167.53659057617188,153.958984375
182,37.0,330.6380615234375,263.5425720214844
183,70.0,1103.21240234375,831.7232666015625
184,104.0,2095.141357421875,1540.451904296875
185,33.0,264.81878662109375,176.86074829101562
186,45.0,429.0789489746094,364.30621337890625
187,79.0,1312.806640625,1008.677001953125
188,55.0,699.53515625,529.9840087890625
189,59.0,822.9421997070312,612.9143676757812
190,106.0,2245.609375,1568.7193603515625
191,24.0,131.83555603027344,105.04086303710938
192,41.0,351.6898498535156,301.2232971191406
193,27.0,138.1304168701172,122.13610076904297
194,33.0,279.6878662109375,203.83059692382812
