episode,total_steps,reward,length,mean_loss,epsilon
1,70,-119.63389465638537,70,,0.9993445
2,158,-336.2413713060307,88,,0.9985085
3,334,14.709312915860053,176,,0.9968365
4,421,-343.80441200570573,87,,0.99601
5,526,-342.4322571938675,105,,0.9950125
6,619,-96.93233108404736,93,,0.994129
7,707,-123.58098963593329,88,,0.993293
8,792,-296.2838555102759,85,,0.9924855
9,909,-131.06365139819908,117,,0.991374
10,1040,-219.86071033828748,131,,0.9901295
11,1124,-137.30846762485558,84,,0.9893315
12,1248,-146.2143759473332,124,,0.9881535
13,1322,-85.68578545414296,74,,0.9874505
14,1454,-508.3725595340679,132,,0.9861965
15,1541,-264.89056918157223,87,,0.98537
16,1621,-177.7429743351695,80,,0.98461
17,1734,-125.49711936337665,113,,0.9835365
18,1805,-126.87008096089255,71,,0.982862
19,1901,-301.17115506693017,96,,0.98195
20,1993,-155.09029252426328,92,,0.981076
21,2080,-243.26660251218513,87,,0.9802495
22,2208,-240.27356401418447,128,,0.9790335
23,2303,-393.8673323326753,95,,0.978131
24,2387,-179.3444812256924,84,,0.977333
25,2451,-228.06559720309392,64,,0.976725
26,2550,-260.1753724548726,99,,0.9757845
27,3550,68.81481265311191,1000,,0.9662845
28,3636,-178.9292080827188,86,,0.9654675
29,3698,-121.6632976924865,62,,0.9648785
30,3761,-170.965062734362,63,,0.96428
31,3883,-238.6429990560549,122,,0.963121
32,3978,-120.7847686662382,95,,0.9622185
33,4062,-65.18859692015326,84,,0.9614205
34,4149,-15.348935919415794,87,,0.960594
35,4260,-165.6450062416804,111,,0.9595395
36,4362,-404.5549444788698,102,,0.9585705
37,4449,-106.61375803686208,87,,0.957744
38,4517,-122.58266064168076,68,,0.957098
39,4610,-4.799920791111276,93,,0.9562145
40,4713,-178.21592724012137,103,,0.955236
41,4826,-278.3109704574882,113,,0.9541625
42,4917,-397.5802378147443,91,,0.953298
43,5000,-108.041749451792,83,9.711370468139648,0.9525095
44,5072,-82.29802065546949,72,120.8293955690331,0.9518255
45,5146,-117.67602648083584,74,96.52967346036756,0.9511225
46,5242,-145.28344210330715,96,102.42902053147554,0.9502105
47,5321,-143.5377295923204,79,81.81716688071626,0.94946
48,5404,-85.49806286911587,83,118.74665276688266,0.9486715
49,5500,-124.53116208115003,96,100.06916785364349,0.9477595
50,5586,-77.6827428063338,86,100.45725916430007,0.9469425
51,5692,-195.99440140748732,106,92.48107466382801,0.9459355
52,5797,-94.69387119632141,105,82.76776711032504,0.9449380000000001
53,5898,-244.42236074895035,101,90.96949839119864,0.9439785
54,5992,-260.61306155285536,94,109.40831865401978,0.9430855
55,6146,-376.5338762802073,154,87.58354445788767,0.9416225
56,6267,-98.37472873642177,121,64.9543181431195,0.940473
57,6373,-68.41056074287374,106,77.1213350183559,0.939466
58,6473,-496.67663133127,100,83.23705258250237,0.938516
59,6591,-85.91058653349793,118,74.22507599753848,0.937395
60,6691,-70.67754331631896,100,87.8603725385666,0.936445
61,6787,-176.73327167343365,96,72.20429985721906,0.935533
62,6896,-307.97950838815586,109,70.91123810492525,0.9344975
63,6975,-139.7952477638388,79,73.88971845409539,0.933747
64,7067,-273.2055376724869,92,73.88616189231043,0.9328730000000001
65,7195,-310.7181814738688,128,62.54574597161263,0.931657
66,7289,-63.81862374974173,94,72.31976670153598,0.930764
67,7367,17.228452489750353,78,52.043095788894554,0.930023
68,7468,-84.98427838683386,101,64.57084434575374,0.9290635
69,7584,-282.7438359393086,116,67.42236289690281,0.9279615
70,7651,-93.59186820539004,67,59.0825561783207,0.927325
71,7746,-88.89382659286323,95,49.89329191258079,0.9264225
72,7849,-203.48435282732765,103,73.84848976366729,0.925444
73,7974,-154.8001371827669,125,46.97756910848618,0.9242565
74,8042,-88.08480747315114,68,64.27463252754772,0.9236105
75,8134,-282.33932866045797,92,49.24043464531069,0.9227365
76,8223,-100.48708096667755,89,55.50560858678282,0.921891
77,8297,-22.376628613184735,74,48.56557576076405,0.921188
78,8426,-231.27282390256133,129,45.99846913278565,0.9199625
79,8501,-185.63158212536524,75,52.601651345888776,0.91925
80,8571,-212.685471823206,70,57.40214655058725,0.918585
81,8646,-99.61260118427883,75,56.78661084413528,0.9178725
82,8717,-119.60154634449908,71,41.00382428269991,0.917198
83,8811,-87.57676283094051,94,54.02539685114901,0.916305
84,8916,-273.0678509939419,105,47.46154209432148,0.9153075
85,9028,-440.82042429610084,112,53.71651105902025,0.9142435
86,9140,-124.8043918533759,112,54.55760953043188,0.9131795
87,9207,-97.17387516196507,67,48.557419214675676,0.912543
88,9290,-134.71180229826882,83,35.507027772535764,0.9117545
89,9404,-96.50614012384685,114,48.488675804514635,0.9106715
90,9501,-112.68664827834904,97,57.71466558004163,0.9097500000000001
91,9602,-163.1523587675936,101,42.80460439814199,0.9087905000000001
92,9709,-56.05158424429662,107,53.33023063601735,0.907774
93,9825,-208.14333212061794,116,48.32629854771598,0.906672
94,9893,-100.11713105527781,68,53.61213934772155,0.906026
95,9994,-68.354036118564,101,41.60723466448265,0.9050665
96,10083,-140.75048792856998,89,49.49086763885584,0.9042209999999999
97,10160,-72.08944162893198,77,45.98196406023843,0.9034895000000001
98,10279,-108.72668850443421,119,44.24752850492462,0.902359
99,10370,-67.27454695200518,91,47.79083503602625,0.9014945
100,10491,-88.95937832910319,121,50.13321331118749,0.900345
101,10603,-185.60776800065693,112,32.14644403542791,0.899281
102,10680,-152.783408803414,77,44.39521376033882,0.8985495
103,10771,-75.84870235777657,91,57.27594282731905,0.897685
104,10857,-204.84345464046706,86,40.56092803492103,0.896868
105,10953,-8.909045168807694,96,35.89854167898496,0.895956
106,11072,-176.7551812957575,119,56.08207415833193,0.8948255
107,11189,-58.770955937398945,117,44.47887165067542,0.893714
108,11265,-90.10169591031332,76,38.286104883802565,0.892992
109,11361,-83.93012889829731,96,46.067349196101226,0.89208
110,11434,-132.70902793417315,73,50.07526669273638,0.8913865
111,11500,-72.51962371256778,66,52.25682003028465,0.8907595
112,11638,-114.67360640660345,138,36.75212050218513,0.8894485
113,11705,-75.74377257216223,67,34.95399788689257,0.888812
114,11823,-153.23084255680902,118,31.39509077294398,0.887691
115,11912,-129.22739048198324,89,43.79801837179098,0.8868455
116,12020,-98.3316311288581,108,42.93816312043755,0.8858195
117,12097,-65.50410331720751,77,57.740125750566456,0.885088
118,12217,-169.99036982674153,120,44.96496157149474,0.883948
119,12327,-117.78966627602935,110,43.658660701188175,0.882903
120,12443,-91.19583818796829,116,35.97142231978219,0.8818010000000001
121,12510,-75.66140573649723,67,45.9549494252276,0.8811645
122,12581,-200.01825831695385,71,49.49367566511665,0.88049
123,12681,-21.78768937827391,100,41.84515347063542,0.87954
124,12818,-67.02847269354774,137,45.92206488430065,0.8782385
125,12922,-144.98276864623477,104,38.08732554201897,0.8772505
126,13011,-163.76597152789077,89,44.18003804094336,0.876405
127,13097,-107.63407559961996,86,32.98695928967276,0.875588
128,13198,-145.17976644582777,101,38.12828539975799,0.8746285
129,13323,-112.34544810969052,125,40.668101833820344,0.873441
130,13406,-94.95038779158293,83,42.93022781538676,0.8726525
131,13471,-79.81122288717364,65,35.67733188042274,0.872035
132,13582,-113.57603034356735,111,58.136748733284236,0.8709805
