episode,total_steps,reward,length,mean_loss,epsilon
1,69,-204.24691582528018,69,,0.999354
2,172,-166.34378413001753,103,,0.9983755
3,295,-272.87429199617304,123,,0.997207
4,380,-150.158526776026,85,,0.9963995
5,445,-183.7745184368284,65,,0.995782
6,545,-232.13387275422835,100,,0.994832
7,652,-361.25483911062605,107,,0.9938155
8,712,-65.14558376667448,60,,0.9932455
9,800,-138.18685377277578,88,,0.9924094999999999
10,874,-67.15352042850674,74,,0.9917065
11,976,-206.63831341222837,102,,0.9907375
12,1092,-124.75690161557188,116,,0.9896355
13,1164,-38.73029853151965,72,,0.9889515
14,1294,-88.02198190586736,130,,0.9877165
15,1370,-327.12938695659557,76,,0.9869945
16,1445,-58.39629847928538,75,,0.986282
17,1558,-117.56752137312321,113,,0.9852085
18,1640,-94.12760663880681,82,,0.9844295
19,1737,-298.1303036356956,97,,0.983508
20,1832,-254.4445150130624,95,,0.9826055
21,1967,-243.83333597634547,135,,0.981323
22,2034,-151.66306035061132,67,,0.9806865
23,2134,-173.28953783246664,100,,0.9797365
24,2237,-339.4017464281726,103,,0.978758
25,2306,-114.8435439578304,69,,0.9781025
26,2371,-88.17767100272364,65,,0.977485
27,2456,-107.70038661789766,85,,0.9766775
28,2577,-236.94880324668205,121,,0.975528
29,2663,-185.44711361011127,86,,0.974711
30,2729,-118.72343460046218,66,,0.974084
31,2800,-298.5865804585334,71,,0.9734095
32,2899,-322.5471287808099,99,,0.972469
33,2992,-120.85483676521108,93,,0.9715855
34,3055,-171.5064054814615,63,,0.970987
35,3126,-115.40208721826562,71,,0.9703125
36,3226,-288.0762297566228,100,,0.9693625
37,3322,-272.99241588343097,96,,0.9684505
38,3430,-255.97805146744165,108,,0.9674245
39,3514,-98.40916979636019,84,,0.9666265
40,3601,-120.79001229260444,87,,0.9658
41,3710,-415.10685790071244,109,,0.9647645
42,3798,-146.37630235500805,88,,0.9639285
43,3902,-276.01441318249215,104,,0.9629405
44,4004,-259.5238160655741,102,,0.9619715
45,4092,-102.46957194963156,88,,0.9611355
46,4172,-410.36739098182926,80,,0.9603755
47,4280,-135.0854417446667,108,,0.9593495
48,4349,-129.9650943868551,69,,0.958694
49,4433,-296.39732387459696,84,,0.957896
50,4556,-171.0509183864471,123,,0.9567275
51,4631,-96.39575307484971,75,,0.9560150000000001
52,4721,-162.37942057943633,90,,0.95516
53,4784,-104.86750217605773,63,,0.9545615000000001
54,4909,-118.26000351336893,125,,0.953374
55,4990,-100.18051521206853,81,,0.9526045
56,5080,-71.64019214048622,90,128.49006020286936,0.9517495
57,5175,-109.38437662487156,95,138.84553146362305,0.950847
58,5273,-179.7174459649517,98,97.31202507870537,0.949916
59,5401,-119.37371091457626,128,137.4250822076574,0.9487
60,5465,-106.71789012351819,64,122.39558134973049,0.948092
61,5591,-274.40480250789676,126,97.54726304894402,0.946895
62,6591,60.695309944292845,1000,81.52653801840543,0.937395
63,6690,-56.49155983532926,99,61.91343075338036,0.9364545
64,6839,-83.58378608561102,149,63.23204692178125,0.935039
65,6940,-236.3182159588503,101,54.90622555973506,0.9340795
66,7011,-352.58281516403144,71,61.09026783620808,0.933405
67,7103,-81.8032647597814,92,52.36854521087978,0.932531
68,7188,-169.1593542673898,85,50.81763222357806,0.9317235
69,7272,-111.58619970900381,84,47.55248921258109,0.9309255
70,7374,-271.4216669570236,102,46.65166492906271,0.9299565
71,7449,-91.94359737768534,75,43.6883522049586,0.929244
72,7521,-72.32972321020745,72,55.84391734666295,0.92856
73,7658,-306.3060188737635,137,47.15323112045761,0.9272585
74,7730,-128.1585890852874,72,48.684955755869545,0.9265745
75,7858,-131.22495205380633,128,49.69148305384442,0.9253585
76,7944,-212.7393351763851,86,56.95719632021216,0.9245415
77,8044,-32.56668447123795,100,54.09667520403862,0.9235915
78,8177,-154.95330282680442,133,36.60777307094488,0.922328
79,8339,-192.09306724823563,162,30.72580161580333,0.920789
80,8424,-125.26708647273735,85,43.838563170152554,0.9199815
81,8546,-142.37312020552628,122,41.02644998909997,0.9188225
82,8626,-135.1586654118984,80,38.221552935242656,0.9180625
83,8738,-157.40694812385047,112,39.49427891309772,0.9169985
84,8870,-337.1002158483685,132,34.65098835753672,0.9157445
85,8927,-208.5286966371081,57,31.585335494133464,0.915203
86,9034,-145.95610346134447,107,47.54322198395417,0.9141865
87,9101,-51.274830706373294,67,45.49923646805891,0.91355
88,9193,-210.67676183503193,92,35.520969078592636,0.912676
89,9314,-147.8082167185824,121,32.4699009420458,0.9115265
90,9417,-333.7717186921045,103,33.70098352200777,0.910548
91,9520,-69.19541014753227,103,32.30016180033822,0.9095695
92,9597,-104.89253365867411,77,33.16406491669741,0.908838
93,9701,-177.56304754125816,104,36.08184899045871,0.90785
94,9817,-80.70974663563904,116,26.03370270698235,0.906748
95,9901,-126.33207707434077,84,39.21538803052334,0.90595
96,9969,-135.45405211250923,68,33.148196423754975,0.905304
97,10096,-304.85686885438236,127,33.549913969565566,0.9040975
98,10197,-147.03782647191935,101,36.682807231893634,0.903138
99,10298,-109.49118996067594,101,43.47212610504415,0.9021785
100,10359,-202.9104627132919,61,49.1755737877283,0.901599
101,10484,-117.48100926134508,125,37.24245229911804,0.9004115
102,10570,-133.21783467257214,86,43.61428756907929,0.8995945
103,10661,16.063225815687673,91,39.173687151500154,0.89873
104,10758,-98.10012077125697,97,49.86166646861538,0.8978085
105,10837,-127.65773524129315,79,44.95960261851926,0.897058
106,10905,-154.12270258964656,68,31.156486227231866,0.896412
107,10998,-40.31789120575222,93,41.24460023128858,0.8955285
108,11116,-71.37990590060205,118,35.78367547160488,0.8944075
109,11211,-149.01023508705865,95,36.83411059316836,0.893505
110,11324,-85.26151616753711,113,43.78262248503423,0.8924315
111,11437,-176.17626428040205,113,29.044112389066576,0.891358
112,11522,-102.33418235924145,85,42.13084107006297,0.8905505
113,11628,-358.33488371118847,106,27.011011140526467,0.8895435
114,11710,-32.60953060263064,82,35.65111736989603,0.8887645
115,11838,-242.81943768061979,128,33.20158478943631,0.8875485
116,11924,-118.7927593928543,86,37.07497872862705,0.8867315
117,11994,-119.05506364682378,70,29.668613491739546,0.8860665
118,12124,-263.2052465112105,130,48.43211738237968,0.8848315
119,12195,-65.33271000356709,71,59.215434628473204,0.884157
120,12314,-138.03478486460534,119,27.230715818264905,0.8830265
121,12391,-104.105885614415,77,26.945573811407215,0.882295
122,12460,-138.82377647925424,69,51.32950097927149,0.8816395
123,12574,-137.68318669640894,114,28.87222740420124,0.8805565
124,12664,-117.19438943459092,90,35.98956818713082,0.8797015
125,12742,-95.53608457345376,78,45.75060011790349,0.8789605
126,12849,-180.74371297010578,107,32.997861883907674,0.8779440000000001
127,12976,-150.88156463891244,127,28.76624272939727,0.8767375
128,13051,-100.8773787864799,75,52.72821589310964,0.876025
129,13132,-142.39583527356123,81,30.911712090910218,0.8752555
130,13213,-145.97342897884252,81,51.99753719200323,0.874486
131,13293,-100.46714936937958,80,32.14048591628671,0.873726
132,13371,-244.53459072652953,78,24.660293999390724,0.872985
133,13483,28.64248841329217,112,34.578223942645955,0.871921
134,13549,-51.03640345778176,66,51.698200419093624,0.871294
135,13698,-99.44260871107592,149,36.58617361599967,0.8698785
136,13824,-99.50653049065588,126,43.13205484028847,0.8686815
137,13927,-190.49935518327675,103,25.341532475740006,0.867703
138,13989,-131.36089596544363,62,38.08203346306278,0.8671139999999999
139,14066,-102.07963123862397,77,61.72452178713563,0.8663825
140,14152,-39.235394754241746,86,33.39990193760672,0.8655655
141,14251,-106.8589230170716,99,32.4722123423008,0.864625
142,14361,-59.06800931923439,110,34.805603695999494,0.86358
143,14490,-111.36343592882194,129,24.726813641629477,0.8623545
144,14551,-133.16091949209778,61,30.474347901148874,0.861775
145,14616,-154.99201146884394,65,30.729800248146056,0.8611575
146,14685,-89.97438687379464,69,31.07548634815907,0.860502
147,14775,-34.06305677991632,90,28.769949683215884,0.859647
148,14847,-72.37470333601269,72,54.87238756153319,0.858963
149,14931,-188.4513602196118,84,25.699546818931896,0.8581650000000001
150,14994,-92.12173874362094,63,29.14065250801662,0.8575665
151,15087,-103.6418536621741,93,38.12432577340834,0.856683
152,15209,-132.9842966524894,122,37.949047950447586,0.855524
153,15277,-77.66260740871084,68,52.105337381362915,0.854878
154,15358,-110.30165676174144,81,22.80744198222219,0.8541084999999999
155,15426,-59.54140543363871,68,25.324956694070032,0.8534625
156,15499,-81.7536230888986,73,28.25759780896853,0.852769
157,15618,-277.7100484751944,119,32.00704654625484,0.8516385
158,15741,-188.7325038600727,123,22.108365925346934,0.8504700000000001
