episode,reward,policy_loss
1,41.0,514.6961059570312
2,21.0,145.4774627685547
3,27.0,235.154541015625
4,23.0,173.43777465820312
5,51.0,770.3366088867188
6,16.0,95.3367691040039
7,25.0,200.1737060546875
8,14.0,67.26988220214844
9,30.0,282.6921081542969
10,21.0,149.88690185546875
11,48.0,693.9984130859375
12,30.0,286.0295104980469
13,25.0,200.44692993164062
14,40.0,480.3876037597656
15,26.0,218.28701782226562
16,38.0,438.43548583984375
17,22.0,161.01075744628906
18,13.0,65.7388687133789
19,13.0,61.98743438720703
20,33.0,339.85748291015625
21,41.0,509.504150390625
22,41.0,505.9658203125
23,48.0,673.6554565429688
24,21.0,144.55075073242188
25,41.0,503.02996826171875
26,25.0,200.63430786132812
27,27.0,229.07958984375
28,19.0,128.29464721679688
29,12.0,53.84797668457031
30,25.0,198.8159942626953
31,27.0,227.12994384765625
32,22.0,165.30760192871094
33,20.0,131.47044372558594
34,61.0,1031.9117431640625
35,34.0,355.62969970703125
36,41.0,515.7682495117188
37,15.0,81.87763214111328
38,61.0,1023.9554443359375
39,23.0,182.75045776367188
40,15.0,80.32556915283203
41,26.0,216.82347106933594
42,24.0,179.44972229003906
43,72.0,1402.3621826171875
44,23.0,166.85653686523438
45,48.0,657.8109741210938
46,50.0,730.0047607421875
47,21.0,141.3627166748047
48,32.0,312.4876708984375
49,40.0,475.3934020996094
50,14.0,72.3003921508789
51,74.0,1450.6192626953125
52,39.0,447.0362243652344
53,10.0,40.379356384277344
54,23.0,181.99563598632812
55,19.0,121.43103790283203
56,16.0,93.41519927978516
57,50.0,723.7406005859375
58,16.0,94.73634338378906
59,29.0,256.2677001953125
60,26.0,220.86199951171875
61,13.0,65.47156524658203
62,70.0,1311.5394287109375
63,48.0,656.1434326171875
64,26.0,213.02529907226562
65,64.0,1097.99560546875
66,44.0,564.8297119140625
67,68.0,1239.1988525390625
68,37.0,408.9128723144531
69,40.0,468.2395324707031
70,88.0,1936.678466796875
71,43.0,531.4230346679688
72,15.0,80.34078979492188
73,13.0,71.28510284423828
74,38.0,426.97369384765625
75,109.0,2810.946044921875
76,21.0,145.66448974609375
77,31.0,298.9667053222656
78,80.0,1630.1209716796875
79,14.0,72.7943115234375
80,30.0,269.0963134765625
81,19.0,130.35708618164062
82,80.0,1603.7218017578125
83,17.0,116.0056381225586
84,83.0,1726.974853515625
85,59.0,935.5787963867188
86,57.0,890.0880126953125
87,23.0,168.2577362060547
88,50.0,701.5621337890625
89,19.0,127.06224060058594
90,65.0,1123.2894287109375
91,32.0,298.69512939453125
92,19.0,121.01979064941406
93,45.0,597.3316040039062
94,30.0,281.4521484375
95,60.0,941.2603759765625
96,123.0,3361.7265625
97,112.0,2900.669677734375
98,54.0,790.310546875
99,19.0,133.6852264404297
100,65.0,1108.1253662109375
101,57.0,849.2265625
102,34.0,367.8070983886719
103,50.0,701.986572265625
104,15.0,87.41435241699219
105,27.0,234.86187744140625
106,32.0,333.2821960449219
107,60.0,951.5267333984375
108,91.0,1964.61328125
109,72.0,1316.1263427734375
110,20.0,141.0239715576172
111,45.0,577.4029541015625
112,26.0,216.4814453125
113,152.0,4694.65625
114,69.0,1184.0565185546875
115,21.0,156.42568969726562
116,31.0,285.52825927734375
117,78.0,1504.134765625
118,83.0,1659.8382568359375
119,52.0,714.0408325195312
120,26.0,218.3447265625
121,44.0,561.1370239257812
122,79.0,1537.3017578125
123,17.0,100.92076873779297
124,52.0,765.356689453125
125,35.0,352.0488586425781
126,41.0,494.6741027832031
127,49.0,697.9052734375
128,63.0,991.7760620117188
129,114.0,2919.947998046875
130,55.0,863.8065185546875
131,69.0,1246.661865234375
132,44.0,520.580078125
133,49.0,661.9205932617188
134,72.0,1271.153076171875
135,55.0,847.4889526367188
136,53.0,784.4608154296875
137,150.0,4531.703125
138,76.0,1471.6939697265625
139,160.0,5055.724609375
140,47.0,604.3436889648438
141,133.0,3687.16845703125
142,115.0,3006.272216796875
143,78.0,1463.2744140625
144,32.0,316.8025817871094
145,65.0,1039.931884765625
146,98.0,2334.26171875
147,33.0,322.751220703125
148,63.0,1058.5379638671875
149,68.0,1197.6890869140625
150,34.0,328.9677734375
151,103.0,2343.0283203125
152,120.0,3183.00390625
153,65.0,1083.156494140625
154,99.0,2252.03466796875
155,125.0,3295.00048828125
156,108.0,2648.15625
157,61.0,974.561767578125
158,57.0,893.6749267578125
159,32.0,305.85296630859375
160,60.0,916.1716918945312
161,92.0,2012.8468017578125
162,30.0,287.0263366699219
163,87.0,1750.3331298828125
164,72.0,1262.3961181640625
165,29.0,272.8601379394531
166,71.0,1214.6502685546875
167,71.0,1369.697021484375
168,68.0,1182.495849609375
169,135.0,3758.180908203125
170,110.0,2645.35205078125
171,177.0,5915.05126953125
172,42.0,506.8782043457031
173,86.0,1743.4178466796875
174,48.0,673.574951171875
175,100.0,2293.17822265625
176,51.0,686.7882690429688
177,94.0,2050.89111328125
178,70.0,1230.7938232421875
179,128.0,3375.517578125
180,204.0,7031.08740234375
181,53.0,756.739013671875
182,34.0,349.2898864746094
183,29.0,268.13604736328125
184,99.0,2174.47802734375
185,115.0,2795.3857421875
186,120.0,3056.68896484375
187,39.0,428.77142333984375
188,63.0,1049.9208984375
189,25.0,201.6531219482422
190,109.0,2535.23583984375
191,127.0,3453.052734375
192,232.0,8907.8544921875
193,58.0,865.52490234375
194,32.0,305.5447692871094
195,77.0,1393.967529296875
196,105.0,2426.914306640625
197,45.0,556.2451782226562
198,43.0,531.019287109375
199,62.0,978.5533447265625
200,82.0,1691.1783447265625
201,57.0,868.999267578125
202,142.0,4095.465087890625
203,103.0,2420.23681640625
204,21.0,148.1397705078125
205,68.0,1097.2265625
206,66.0,1158.80712890625
207,76.0,1376.3779296875
208,45.0,577.5621337890625
209,71.0,1215.78662109375
210,73.0,1280.408935546875
211,107.0,2520.578369140625
212,74.0,1315.5150146484375
213,42.0,489.9342041015625
214,91.0,1873.573974609375
215,110.0,2664.1142578125
216,62.0,976.9182739257812
217,96.0,2137.245849609375
218,52.0,733.2045288085938
219,62.0,1022.5932006835938
220,100.0,2144.6123046875
221,43.0,525.619873046875
222,105.0,2374.61474609375
223,63.0,1021.8477172851562
224,119.0,2903.72216796875
225,188.0,6305.5244140625
226,129.0,3427.6708984375
227,62.0,957.1179809570312
228,138.0,3941.695068359375
229,146.0,4241.8095703125
230,90.0,1827.12060546875
231,133.0,3470.454833984375
232,39.0,399.98382568359375
233,77.0,1378.3992919921875
234,171.0,5463.5126953125
235,83.0,1702.509033203125
236,76.0,1428.7772216796875
237,124.0,3180.241455078125
238,76.0,1302.6768798828125
239,78.0,1460.5965576171875
240,27.0,231.66702270507812
241,30.0,287.0467529296875
242,53.0,798.0618896484375
243,27.0,228.3811798095703
244,116.0,2864.10986328125
245,97.0,2126.593994140625
246,76.0,1462.6451416015625
247,73.0,1347.369384765625
248,136.0,3814.63330078125
249,117.0,2910.499267578125
250,143.0,4033.37744140625
251,188.0,6190.44482421875
252,80.0,1504.5294189453125
253,124.0,3057.99267578125
254,49.0,658.3355712890625
255,139.0,4011.609375
256,92.0,1976.90576171875
257,128.0,3242.764892578125
258,116.0,2843.44287109375
259,71.0,1288.791015625
260,147.0,4439.55712890625
261,114.0,2857.3798828125
262,105.0,2635.87060546875
263,123.0,3079.73291015625
264,33.0,344.4137268066406
265,69.0,1124.3585205078125
266,142.0,3865.7841796875
267,137.0,3733.28271484375
268,197.0,6585.76513671875
269,18.0,131.24050903320312
270,121.0,3025.515625
271,49.0,641.2807006835938
272,55.0,888.19970703125
273,116.0,2874.668701171875
274,227.0,8042.3076171875
275,34.0,350.969482421875
276,372.0,16111.41796875
277,179.0,5889.00390625
278,85.0,1683.697509765625
279,207.0,7210.8720703125
280,89.0,1754.070556640625
281,161.0,4602.8017578125
282,121.0,3066.40478515625
283,122.0,2996.67724609375
284,53.0,778.4456176757812
285,44.0,493.9788818359375
286,52.0,739.2963256835938
287,164.0,4982.2822265625
288,97.0,2075.465087890625
289,85.0,1581.1650390625
290,82.0,1564.811279296875
291,105.0,2403.277587890625
292,79.0,1459.4718017578125
293,151.0,4490.7568359375
294,93.0,1893.4718017578125
295,60.0,874.3433227539062
296,68.0,1121.3360595703125
297,77.0,1446.6729736328125
298,72.0,1251.4698486328125
299,31.0,290.36566162109375
300,96.0,1990.216796875
301,147.0,4289.27734375
302,62.0,886.587890625
303,102.0,2386.7734375
304,67.0,1113.346923828125
305,115.0,2696.482421875
306,67.0,1072.6656494140625
307,100.0,2115.803466796875
308,119.0,2756.2158203125
309,144.0,4034.38134765625
310,168.0,5101.74658203125
311,84.0,1653.48486328125
312,26.0,220.0333709716797
313,158.0,4603.42822265625
314,168.0,5038.2216796875
315,104.0,2310.022705078125
316,45.0,499.73626708984375
317,161.0,4689.32421875
318,65.0,1114.09423828125
319,69.0,1206.584716796875
320,57.0,816.607177734375
321,237.0,8623.708984375
322,110.0,2601.12548828125
323,105.0,2365.819580078125
324,132.0,3638.05224609375
325,37.0,369.8080749511719
326,123.0,3060.961669921875
327,118.0,2939.578369140625
328,116.0,2877.21435546875
329,225.0,8030.1083984375
330,30.0,266.9287414550781
331,188.0,6106.1298828125
332,213.0,7342.1630859375
333,174.0,5452.10107421875
334,66.0,1094.243408203125
335,232.0,8559.2890625
336,118.0,2957.56201171875
337,151.0,4740.71875
338,107.0,2481.400146484375
339,154.0,4370.7021484375
340,381.0,16344.5859375
341,160.0,4657.18896484375
342,111.0,2468.023681640625
343,37.0,397.0321044921875
344,174.0,5399.55712890625
345,81.0,1509.224365234375
346,457.0,21064.828125
347,97.0,2093.6181640625
348,110.0,2608.418701171875
349,136.0,3780.3466796875
350,282.0,11086.8046875
351,124.0,3091.673095703125
352,373.0,15944.1708984375
