episode,reward,policy_loss
1,10.0,34.60675048828125
2,21.0,146.83795166015625
3,12.0,48.92472839355469
4,18.0,110.46400451660156
5,21.0,156.5133819580078
6,14.0,65.5025405883789
7,14.0,67.17362213134766
8,35.0,387.1307678222656
9,27.0,238.39373779296875
10,32.0,338.7309265136719
11,11.0,51.01368713378906
12,29.0,273.7899475097656
13,14.0,66.32237243652344
14,21.0,144.06451416015625
15,27.0,238.38851928710938
16,19.0,119.8232192993164
17,28.0,252.72018432617188
18,34.0,362.4356994628906
19,44.0,595.9373779296875
20,11.0,41.01711654663086
21,20.0,133.87925720214844
22,16.0,87.05146789550781
23,12.0,48.63445281982422
24,18.0,114.81929016113281
25,13.0,57.01414108276367
26,28.0,259.6104431152344
27,20.0,138.6320037841797
28,15.0,75.70403289794922
29,20.0,133.29623413085938
30,18.0,108.05268859863281
31,27.0,234.5653076171875
32,47.0,655.1939086914062
33,15.0,75.81584167480469
34,48.0,706.3505859375
35,35.0,385.9902648925781
36,15.0,76.72857666015625
37,17.0,97.51313781738281
38,23.0,173.29173278808594
39,13.0,57.82404327392578
40,28.0,251.906982421875
41,29.0,273.6138610839844
42,23.0,177.0430450439453
43,34.0,363.94342041015625
44,32.0,326.2282409667969
45,16.0,96.22041320800781
46,16.0,85.6948471069336
47,11.0,42.162540435791016
48,18.0,108.67704010009766
49,43.0,558.7445068359375
50,49.0,722.1610107421875
51,25.0,201.80133056640625
52,22.0,158.69541931152344
53,15.0,76.92283630371094
54,21.0,160.5998077392578
55,20.0,134.12771606445312
56,32.0,320.3510437011719
57,22.0,159.89173889160156
58,9.0,30.717140197753906
59,11.0,48.41248321533203
60,21.0,145.50180053710938
61,17.0,96.52509307861328
62,48.0,684.0548095703125
63,42.0,526.595947265625
64,10.0,43.57575225830078
65,29.0,268.4139099121094
66,16.0,87.62998962402344
67,22.0,159.3563232421875
68,22.0,158.75599670410156
69,14.0,66.98309326171875
70,20.0,132.5879669189453
71,28.0,246.46630859375
72,29.0,274.3217468261719
73,22.0,157.39845275878906
74,19.0,122.1558609008789
75,11.0,44.86418151855469
76,20.0,131.7574462890625
77,28.0,247.8049774169922
78,29.0,269.23968505859375
79,17.0,97.29146575927734
80,15.0,77.16033172607422
81,17.0,97.44691467285156
82,42.0,530.305419921875
83,61.0,1047.47607421875
84,16.0,87.64874267578125
85,18.0,106.84317016601562
86,29.0,278.59991455078125
87,43.0,549.0213012695312
88,38.0,442.0408020019531
89,24.0,184.86044311523438
90,23.0,176.2082061767578
91,19.0,118.4235610961914
92,33.0,342.3831481933594
93,37.0,407.7696838378906
94,39.0,467.561767578125
95,10.0,37.91779708862305
96,10.0,38.18252182006836
97,11.0,44.66284942626953
98,32.0,313.2256164550781
99,67.0,1218.02978515625
100,30.0,280.1034851074219
101,16.0,96.91748046875
102,32.0,328.4100341796875
103,44.0,566.0823364257812
104,13.0,61.936256408691406
105,21.0,144.30081176757812
106,53.0,802.657470703125
107,25.0,197.05056762695312
108,36.0,393.4661865234375
109,29.0,281.2630615234375
110,15.0,78.9197769165039
111,52.0,767.5968017578125
112,24.0,183.18606567382812
113,53.0,788.7962036132812
114,38.0,449.65679931640625
115,16.0,86.41488647460938
116,28.0,238.56787109375
117,30.0,278.5837097167969
118,76.0,1494.1630859375
119,14.0,70.23016357421875
120,29.0,262.4917907714844
121,25.0,195.40187072753906
122,14.0,68.2171401977539
123,33.0,346.621826171875
124,19.0,124.27281188964844
125,39.0,442.03497314453125
126,40.0,469.61614990234375
127,22.0,162.45693969726562
128,56.0,860.3380737304688
129,34.0,346.1209716796875
130,27.0,224.49569702148438
131,40.0,468.0453796386719
132,20.0,144.97682189941406
133,26.0,216.57615661621094
134,36.0,393.419921875
135,35.0,363.2727355957031
136,45.0,574.104736328125
137,50.0,702.9896240234375
138,55.0,831.0875244140625
139,15.0,81.40937042236328
140,45.0,575.6810302734375
141,22.0,153.5199432373047
142,62.0,1003.9768676757812
143,19.0,116.1231460571289
144,30.0,272.9280700683594
145,75.0,1417.39111328125
146,21.0,144.65228271484375
147,39.0,441.76171875
148,38.0,418.985595703125
149,64.0,1082.129150390625
150,19.0,124.38613891601562
151,58.0,921.4945068359375
152,62.0,1021.0487060546875
153,84.0,1722.88134765625
154,39.0,423.71820068359375
155,26.0,230.7840118408203
156,36.0,382.5712585449219
157,20.0,126.37103271484375
158,23.0,192.27786254882812
159,22.0,156.93849182128906
160,68.0,1195.44921875
161,55.0,798.7975463867188
