episode,reward,loss
1,10.0,34.60675048828125
2,20.0,129.39027404785156
3,11.0,33.84901809692383
4,19.0,130.6696319580078
5,18.0,114.26402282714844
6,13.0,46.081207275390625
7,11.0,34.61879348754883
8,16.0,86.26338195800781
9,13.0,51.21009826660156
10,10.0,24.431285858154297
11,18.0,106.92601776123047
12,15.0,70.5880126953125
13,19.0,124.95298767089844
14,39.0,511.9513854980469
15,16.0,83.48992919921875
16,11.0,35.53505325317383
17,16.0,79.4996566772461
18,15.0,69.91459655761719
19,23.0,170.61582946777344
20,13.0,53.59708023071289
21,16.0,81.40156555175781
22,29.0,256.0050354003906
23,31.0,290.35308837890625
24,27.0,227.58489990234375
25,13.0,58.93714141845703
26,31.0,291.9404602050781
27,16.0,81.14372253417969
28,33.0,315.6234436035156
29,36.0,393.8548583984375
30,21.0,154.17808532714844
31,19.0,114.64805603027344
32,50.0,708.6704711914062
33,42.0,486.834716796875
34,16.0,86.19566345214844
35,28.0,270.45147705078125
36,32.0,324.6047668457031
37,17.0,99.2132568359375
38,70.0,1218.3685302734375
39,123.0,3318.051025390625
40,42.0,495.2328796386719
41,30.0,269.2674255371094
42,39.0,422.1166076660156
43,53.0,739.6283569335938
44,40.0,443.253662109375
45,39.0,470.1334228515625
46,26.0,200.58912658691406
47,98.0,2252.9150390625
48,40.0,424.6081848144531
49,30.0,274.0521240234375
50,111.0,2559.0078125
51,161.0,4969.6650390625
52,37.0,381.62457275390625
53,72.0,1205.479736328125
54,27.0,194.63409423828125
55,25.0,188.31869506835938
56,60.0,949.4547119140625
57,30.0,237.90333557128906
58,18.0,99.46337890625
59,60.0,917.1817016601562
60,48.0,578.0007934570312
61,44.0,481.3941345214844
62,29.0,223.97718811035156
63,27.0,197.49749755859375
64,56.0,739.9345092773438
65,35.0,314.64581298828125
66,24.0,176.5089874267578
67,37.0,387.6882629394531
68,31.0,258.9728088378906
69,14.0,80.65248107910156
70,45.0,499.33343505859375
71,73.0,1455.08056640625
72,33.0,246.325439453125
73,29.0,238.75949096679688
74,51.0,595.5833740234375
75,31.0,252.14669799804688
76,54.0,652.2200317382812
77,58.0,720.6104125976562
78,38.0,374.8108825683594
79,47.0,562.7003173828125
80,68.0,1039.5999755859375
81,41.0,365.54974365234375
82,79.0,1333.14404296875
83,57.0,776.0719604492188
84,61.0,830.2135620117188
85,122.0,2991.153076171875
