episode,reward,policy_loss,value_loss
1,12.0,53.82188415527344,50.42568588256836
2,22.0,169.52024841308594,148.48162841796875
3,23.0,175.668701171875,161.30630493164062
4,16.0,91.17875671386719,84.74760437011719
5,13.0,60.95552062988281,57.15039825439453
6,11.0,43.33319091796875,43.46090316772461
7,11.0,41.722801208496094,43.5031623840332
8,13.0,55.492225646972656,58.03902053833008
9,33.0,360.2635498046875,299.7950134277344
10,13.0,60.66490173339844,56.10208511352539
11,13.0,58.40971755981445,57.51512145996094
12,20.0,138.45651245117188,123.2266845703125
13,20.0,138.37261962890625,122.97462463378906
14,14.0,69.25605010986328,63.90077590942383
15,15.0,78.04371643066406,73.34158325195312
16,13.0,59.58018112182617,56.03770065307617
17,13.0,59.86941909790039,56.48843765258789
18,13.0,58.31892013549805,56.3931884765625
19,18.0,111.0911865234375,101.13388061523438
20,11.0,41.45656204223633,40.30586624145508
21,15.0,77.28419494628906,70.943115234375
22,18.0,109.68931579589844,100.76753234863281
23,15.0,78.71776580810547,72.06620025634766
24,18.0,110.34567260742188,100.32789611816406
25,11.0,40.429317474365234,38.89924621582031
26,10.0,32.650901794433594,32.48371887207031
27,19.0,119.43955993652344,109.83916473388672
28,32.0,327.6542663574219,277.84747314453125
29,10.0,32.72079086303711,32.171993255615234
30,11.0,40.5312614440918,39.282711029052734
31,17.0,97.8225326538086,87.89381408691406
32,18.0,108.92799377441406,97.79779815673828
33,26.0,219.38401794433594,190.67718505859375
34,21.0,146.17990112304688,130.1533660888672
35,15.0,75.57733917236328,69.76317596435547
36,47.0,668.378662109375,530.9705200195312
37,19.0,119.39376068115234,107.94422149658203
38,14.0,65.65701293945312,60.04353713989258
39,43.0,565.1077880859375,456.82012939453125
40,61.0,1085.12353515625,809.69482421875
41,9.0,25.198017120361328,24.935951232910156
42,46.0,638.7477416992188,509.31475830078125
43,16.0,85.14900207519531,77.41255187988281
44,11.0,37.605438232421875,36.762516021728516
45,20.0,131.2638702392578,116.42926025390625
46,33.0,341.8916015625,285.4241943359375
47,15.0,74.65400695800781,67.17117309570312
48,11.0,40.561317443847656,37.11257553100586
49,20.0,128.701171875,114.78117370605469
50,43.0,556.462158203125,451.68914794921875
51,25.0,199.40933227539062,173.2816162109375
52,13.0,53.38877868652344,48.217105865478516
53,17.0,93.9354476928711,84.39142608642578
54,35.0,376.507568359375,314.8078308105469
55,15.0,73.63240051269531,65.51109313964844
56,24.0,181.61830139160156,158.8497314453125
57,13.0,54.655853271484375,49.50035095214844
58,27.0,228.40655517578125,196.4896240234375
59,18.0,102.64781188964844,91.33604431152344
60,69.0,1304.3768310546875,963.2379760742188
61,17.0,91.2744140625,81.69514465332031
62,26.0,208.9404296875,181.69683837890625
63,41.0,496.7100830078125,408.755859375
64,36.0,390.9309997558594,325.59368896484375
65,10.0,31.065378189086914,27.049579620361328
66,15.0,70.55622863769531,62.50480270385742
67,19.0,113.56867980957031,99.91486358642578
68,28.0,238.24546813964844,205.61558532714844
69,24.0,177.85006713867188,154.34510803222656
70,14.0,60.56857681274414,53.88655471801758
71,14.0,60.549835205078125,54.150203704833984
72,11.0,37.74592208862305,34.03176498413086
73,12.0,44.16640853881836,38.8959846496582
74,20.0,122.46747589111328,107.48179626464844
75,11.0,37.70735168457031,33.3289794921875
76,19.0,109.77214050292969,96.53771209716797
77,15.0,68.5612564086914,61.047264099121094
78,13.0,50.72739791870117,45.503700256347656
79,24.0,175.99667358398438,152.43031311035156
80,16.0,79.97476959228516,69.63829040527344
81,11.0,37.45432662963867,32.74986267089844
82,48.0,658.0736694335938,522.5667114257812
83,36.0,381.7421569824219,319.1126708984375
84,35.0,361.45880126953125,303.260986328125
85,23.0,159.95648193359375,139.8106689453125
86,18.0,96.84149932861328,84.43097686767578
87,31.0,280.3837890625,239.99195861816406
88,13.0,50.27623748779297,43.1922607421875
89,23.0,159.90841674804688,137.3718719482422
90,20.0,118.81488037109375,101.82433319091797
91,31.0,279.9420166015625,238.64793395996094
92,27.0,216.6537322998047,185.50369262695312
93,38.0,416.9573059082031,345.5166320800781
94,15.0,66.504638671875,56.162330627441406
95,13.0,50.22636032104492,43.98274612426758
96,14.0,57.357704162597656,49.37568283081055
97,19.0,105.19157409667969,92.18313598632812
98,20.0,118.111328125,103.74458312988281
99,31.0,276.5526428222656,236.86073303222656
100,54.0,801.2807006835938,626.8493041992188
101,40.0,453.309814453125,373.33282470703125
102,24.0,166.48329162597656,144.5693817138672
103,36.0,370.513427734375,309.1527099609375
104,18.0,93.83343505859375,81.55863952636719
105,14.0,54.923274993896484,47.858890533447266
106,36.0,363.9162292480469,306.80987548828125
107,32.0,293.55908203125,245.17031860351562
108,16.0,75.10997009277344,63.983280181884766
109,20.0,118.02674102783203,98.52874755859375
110,13.0,47.28291702270508,39.91480255126953
111,32.0,287.2720642089844,242.7737579345703
112,35.0,346.5334167480469,285.3304138183594
113,15.0,62.45634460449219,53.331825256347656
114,17.0,82.80374145507812,71.41992950439453
115,40.0,446.2398376464844,367.0238342285156
116,10.0,28.7039737701416,22.058349609375
117,28.0,218.62655639648438,188.30337524414062
118,30.0,248.93406677246094,214.3255157470703
119,78.0,1532.197265625,1110.0850830078125
120,36.0,361.10736083984375,302.69464111328125
121,17.0,77.40033721923828,66.67588806152344
122,33.0,298.3409118652344,256.3316955566406
123,18.0,93.19499206542969,76.20304107666016
124,61.0,968.778564453125,747.536865234375
125,37.0,377.03802490234375,311.8850402832031
126,29.0,227.96713256835938,192.51475524902344
127,18.0,86.63932037353516,73.45639038085938
128,17.0,75.55890655517578,65.99641418457031
129,20.0,106.4088134765625,92.45655822753906
130,32.0,272.270751953125,235.438232421875
131,23.0,149.93917846679688,124.11449432373047
132,14.0,53.367408752441406,43.668067932128906
133,32.0,274.51861572265625,232.60269165039062
134,29.0,223.92828369140625,191.7147216796875
135,29.0,228.93565368652344,195.56021118164062
136,28.0,216.10208129882812,178.35397338867188
137,20.0,106.24307250976562,89.59632873535156
138,21.0,123.00115203857422,100.61409759521484
139,37.0,364.3799133300781,304.82525634765625
140,12.0,33.29366683959961,27.37363624572754
141,29.0,218.3612060546875,190.71896362304688
142,94.0,2073.021728515625,1430.6568603515625
143,32.0,273.203125,230.04173278808594
144,20.0,106.90583038330078,89.55784606933594
145,91.0,1986.53271484375,1357.3369140625
146,26.0,174.3199462890625,143.43006896972656
147,14.0,44.97672653198242,36.978492736816406
148,22.0,128.22567749023438,107.56938934326172
149,106.0,2508.951416015625,1689.96728515625
150,55.0,754.8488159179688,605.6674194335938
151,17.0,67.25196075439453,58.93932342529297
152,46.0,536.4683227539062,440.4483337402344
153,25.0,165.22413635253906,137.3102569580078
154,99.0,2235.854736328125,1520.2550048828125
155,43.0,469.2632751464844,387.01654052734375
156,17.0,67.32083129882812,55.96745681762695
157,35.0,316.1886291503906,260.076904296875
158,67.0,1074.7296142578125,826.7272338867188
159,25.0,160.4707489013672,134.16619873046875
160,16.0,60.62994384765625,47.96875762939453
161,26.0,167.3561553955078,138.64794921875
162,19.0,84.07572174072266,70.09175109863281
163,59.0,856.3009033203125,664.471923828125
164,33.0,264.72314453125,224.69705200195312
165,33.0,278.438720703125,229.8359832763672
166,9.0,14.521839141845703,11.949379920959473
167,69.0,1162.1475830078125,853.0455322265625
168,53.0,692.1561279296875,546.8070678710938
169,23.0,123.15657806396484,105.30029296875
170,47.0,532.0059204101562,437.7489318847656
171,43.0,442.3736572265625,367.9339599609375
172,19.0,86.62884521484375,70.80328369140625
173,29.0,210.06564331054688,171.18348693847656
174,30.0,222.39390563964844,181.68353271484375
175,32.0,256.2594909667969,201.39573669433594
176,34.0,285.84881591796875,231.09751892089844
177,27.0,179.8600616455078,146.9017333984375
178,22.0,121.34223937988281,93.96373748779297
179,36.0,304.7164306640625,257.7063293457031
180,51.0,615.689697265625,496.9395446777344
181,38.0,347.214111328125,286.21600341796875
182,31.0,239.4856719970703,189.35385131835938
183,36.0,317.39398193359375,247.31344604492188
184,22.0,105.96410369873047,87.34430694580078
185,61.0,859.3846435546875,681.9558715820312
186,104.0,2320.81103515625,1570.7071533203125
187,16.0,53.1942253112793,36.544498443603516
188,71.0,1184.73828125,864.9281005859375
189,19.0,73.5146255493164,60.55590057373047
190,47.0,514.3033447265625,414.39410400390625
191,37.0,323.1488037109375,266.13525390625
192,53.0,657.01123046875,513.5608520507812
193,48.0,514.9519653320312,429.8086853027344
194,30.0,203.50469970703125,164.73486328125
195,62.0,877.1380615234375,682.7634887695312
196,36.0,291.5523376464844,238.80105590820312
197,128.0,3277.56787109375,2056.38671875
198,33.0,235.94638061523438,196.3462677001953
199,24.0,117.26390075683594,95.0752944946289
200,38.0,316.11871337890625,263.8084411621094
201,17.0,50.045047760009766,40.334991455078125
202,46.0,466.2462158203125,388.74237060546875
203,74.0,1194.9124755859375,905.8358154296875
204,21.0,82.47845458984375,71.44705963134766
205,45.0,468.34771728515625,369.8088684082031
206,23.0,94.72662353515625,87.7379379272461
207,106.0,2263.92724609375,1558.263427734375
208,35.0,258.8859558105469,213.07144165039062
209,51.0,558.3642578125,454.83367919921875
210,21.0,109.79521179199219,68.1376724243164
211,27.0,155.4507293701172,125.0489730834961
212,96.0,1895.8504638671875,1336.724853515625
213,18.0,48.631656646728516,46.9821662902832
214,23.0,99.8061752319336,78.37654113769531
215,28.0,161.70169067382812,135.65281677246094
216,39.0,315.39239501953125,263.0794677734375
217,38.0,297.8179931640625,248.3582000732422
218,40.0,346.49151611328125,282.9163818359375
219,20.0,77.50093078613281,59.61779022216797
220,81.0,1413.1314697265625,1006.5579833984375
221,85.0,1500.98388671875,1085.6947021484375
222,36.0,258.416015625,221.06338500976562
223,48.0,513.7784423828125,388.8818054199219
224,83.0,1402.258544921875,1042.0030517578125
225,49.0,488.7182922363281,408.4163818359375
226,60.0,761.1874389648438,579.3682250976562
227,40.0,323.65374755859375,266.14605712890625
228,39.0,326.4430236816406,256.7107238769531
229,50.0,534.9386596679688,420.960205078125
230,39.0,310.33026123046875,252.38796997070312
231,35.0,284.2205810546875,198.31690979003906
232,58.0,720.9249877929688,549.7881469726562
233,40.0,337.87188720703125,265.2852783203125
234,23.0,89.57106018066406,67.6932144165039
235,52.0,603.4059448242188,427.9090576171875
236,29.0,150.9439239501953,124.92596435546875
237,23.0,93.4705810546875,73.0145263671875
238,95.0,1831.045166015625,1254.5469970703125
239,53.0,591.4860229492188,451.82684326171875
240,56.0,670.6845092773438,502.6204528808594
241,35.0,235.42172241210938,192.50704956054688
242,17.0,43.4315185546875,31.354923248291016
243,17.0,38.50090026855469,32.623023986816406
244,61.0,752.6590576171875,586.383056640625
245,104.0,2099.258056640625,1411.8260498046875
246,49.0,503.26104736328125,379.6780090332031
247,24.0,96.46377563476562,72.3492431640625
248,53.0,569.6718139648438,440.8562927246094
249,12.0,-7.571698188781738,23.030454635620117
250,43.0,367.51513671875,288.7733459472656
251,24.0,97.59745025634766,73.1075439453125
252,51.0,497.95538330078125,400.4068603515625
253,103.0,1973.301513671875,1377.943603515625
254,31.0,170.080810546875,137.16607666015625
255,45.0,380.978759765625,311.566650390625
256,58.0,656.571533203125,513.4067993164062
257,53.0,558.2099609375,419.6333923339844
258,61.0,710.1970825195312,549.6838989257812
259,51.0,532.5418701171875,388.4638977050781
260,105.0,2122.1962890625,1382.9139404296875
261,28.0,132.38864135742188,92.3645248413086
262,86.0,1451.21240234375,1000.3429565429688
263,27.0,122.90985870361328,89.20033264160156
264,22.0,52.01240539550781,56.541404724121094
265,66.0,799.9252319335938,627.9902954101562
266,110.0,2341.099853515625,1464.49755859375
267,67.0,856.5670776367188,642.1007080078125
268,66.0,815.1140747070312,612.806884765625
269,49.0,457.66888427734375,339.0664978027344
270,95.0,1686.2747802734375,1165.9608154296875
271,61.0,696.8678588867188,534.5581665039062
272,60.0,686.0464477539062,513.0733032226562
273,35.0,201.74029541015625,161.31353759765625
274,27.0,106.22746276855469,84.0088882446289
275,134.0,3064.747802734375,1918.1588134765625
276,54.0,525.3102416992188,405.38983154296875
277,39.0,264.3579406738281,203.9435272216797
278,42.0,347.6411437988281,227.04000854492188
279,69.0,886.6658325195312,649.8370971679688
280,39.0,270.75592041015625,196.93272399902344
281,98.0,1729.4111328125,1179.3746337890625
282,87.0,1419.3990478515625,966.4144897460938
283,68.0,818.8389892578125,618.9016723632812
284,39.0,259.174560546875,193.3119659423828
285,52.0,453.2523193359375,360.9270324707031
286,67.0,796.2137451171875,589.07470703125
287,59.0,617.4564819335938,457.2472839355469
288,52.0,475.3958740234375,357.11279296875
289,49.0,397.0514831542969,316.9005432128906
290,45.0,342.91412353515625,258.31732177734375
291,90.0,1379.595703125,995.138427734375
292,33.0,152.4616241455078,122.12100982666016
293,41.0,291.20172119140625,193.37066650390625
294,31.0,138.5599365234375,100.1726303100586
295,78.0,991.6646728515625,760.2797241210938
296,53.0,430.6590576171875,349.7207336425781
297,52.0,456.0656433105469,342.5773620605469
298,64.0,745.0467529296875,508.3979797363281
299,75.0,937.9087524414062,699.8794555664062
300,153.0,3789.534912109375,2129.69287109375
301,110.0,2046.7564697265625,1344.4840087890625
302,105.0,1783.635986328125,1232.02978515625
303,147.0,3463.24267578125,2014.534423828125
304,53.0,457.16552734375,336.89306640625
305,50.0,398.83258056640625,291.3406066894531
306,112.0,2025.8695068359375,1352.5086669921875
307,107.0,2040.131591796875,1255.0169677734375
308,38.0,191.87506103515625,156.70672607421875
309,39.0,205.46160888671875,163.92752075195312
310,91.0,1397.2999267578125,942.8010864257812
311,84.0,1135.362060546875,822.7752075195312
312,82.0,1047.32373046875,781.5301513671875
