episode,reward,loss
1,12.0,53.642154693603516
2,22.0,169.15162658691406
3,23.0,174.40826416015625
4,16.0,90.33722686767578
5,13.0,61.563785552978516
6,11.0,42.62433624267578
7,11.0,41.06243133544922
8,13.0,55.17081069946289
9,33.0,361.2632141113281
10,13.0,61.93434143066406
11,13.0,58.38716506958008
12,20.0,139.7269287109375
13,20.0,139.6885223388672
14,14.0,70.93702697753906
15,15.0,78.6766357421875
16,13.0,61.00129699707031
17,13.0,60.57421875
18,13.0,59.103633880615234
19,18.0,112.42218017578125
20,11.0,43.627376556396484
21,15.0,80.16841888427734
22,18.0,111.48594665527344
23,15.0,80.4608154296875
24,18.0,112.38648223876953
25,11.0,43.543487548828125
26,12.0,51.55344772338867
27,17.0,97.9510498046875
28,32.0,334.1197509765625
29,10.0,35.88570022583008
30,11.0,43.21995544433594
31,17.0,101.93285369873047
32,18.0,113.44369506835938
33,26.0,224.9258575439453
34,21.0,150.48464965820312
35,15.0,78.94707489013672
36,47.0,679.8753662109375
37,19.0,123.80136108398438
38,14.0,70.04732513427734
39,43.0,578.1795654296875
40,61.0,1100.6734619140625
41,9.0,29.204565048217773
42,46.0,654.6568603515625
43,16.0,89.72797393798828
44,11.0,42.79616165161133
45,20.0,137.44552612304688
46,33.0,353.14007568359375
47,15.0,80.22406768798828
48,11.0,44.527671813964844
49,20.0,136.6626739501953
50,43.0,572.3575439453125
51,25.0,208.40655517578125
52,13.0,60.333290100097656
53,17.0,100.60263061523438
54,35.0,390.8941345214844
55,15.0,80.48553466796875
56,24.0,192.16793823242188
57,13.0,61.23038864135742
58,27.0,239.93344116210938
59,18.0,111.1851577758789
60,69.0,1338.6939697265625
61,17.0,100.46759033203125
62,26.0,222.06417846679688
63,41.0,517.1676025390625
64,36.0,411.3702392578125
65,10.0,39.11517333984375
66,15.0,80.10980987548828
67,19.0,125.08065795898438
68,28.0,253.23251342773438
69,24.0,191.09567260742188
70,14.0,69.73771667480469
71,14.0,71.45438385009766
72,11.0,45.10355758666992
73,12.0,55.43753433227539
74,20.0,135.78277587890625
75,11.0,45.63827896118164
76,19.0,123.77581787109375
77,15.0,79.97856903076172
78,13.0,61.31663513183594
79,24.0,190.84864807128906
80,16.0,90.85511016845703
81,11.0,45.25109100341797
82,48.0,692.4539794921875
83,36.0,404.46307373046875
84,35.0,384.8274841308594
85,23.0,175.32333374023438
86,18.0,112.07881164550781
87,31.0,302.5169677734375
88,13.0,61.2510871887207
89,23.0,177.05191040039062
90,20.0,135.0565643310547
