episode,reward,policy_loss,value_loss
1,10.0,35.71453094482422,37.5579833984375
2,21.0,148.6761016845703,137.92359924316406
3,12.0,50.045936584472656,51.31602096557617
4,18.0,111.45509338378906,104.5266342163086
5,21.0,157.0898895263672,136.58663940429688
6,14.0,66.33031463623047,66.84708404541016
7,14.0,67.62939453125,66.30524444580078
8,35.0,388.293701171875,333.1124572753906
9,27.0,238.8581085205078,212.18898010253906
10,32.0,338.00335693359375,283.88818359375
11,11.0,50.42837142944336,42.11982727050781
12,29.0,273.54400634765625,239.36038208007812
13,14.0,65.9360122680664,65.08233642578125
14,21.0,143.7109832763672,135.0045166015625
15,27.0,237.20932006835938,210.02452087402344
16,19.0,118.93326568603516,112.218994140625
17,28.0,251.40817260742188,223.6564178466797
18,34.0,360.997802734375,313.427490234375
19,44.0,591.6467895507812,483.24346923828125
20,11.0,40.136688232421875,41.2797966003418
21,20.0,132.06846618652344,121.9283676147461
22,16.0,85.46402740478516,81.22787475585938
23,12.0,47.31535339355469,47.835723876953125
24,18.0,112.28042602539062,99.85736083984375
25,13.0,55.243247985839844,54.915565490722656
26,28.0,255.27642822265625,220.20921325683594
27,20.0,135.4450225830078,119.95194244384766
28,15.0,73.30681610107422,70.9355697631836
29,20.0,129.8485870361328,119.75736999511719
30,18.0,104.92120361328125,98.70291137695312
31,27.0,229.7997283935547,205.31427001953125
32,47.0,647.1742553710938,534.2262573242188
33,15.0,72.59452819824219,70.03456115722656
34,48.0,695.3363037109375,551.4066162109375
35,35.0,378.2269287109375,321.83062744140625
36,15.0,72.98026275634766,69.23352813720703
37,17.0,93.44841003417969,87.44597625732422
38,23.0,167.44192504882812,151.8834228515625
39,13.0,54.34977340698242,52.472206115722656
40,28.0,244.4241485595703,215.55152893066406
41,29.0,265.06103515625,228.92578125
42,23.0,170.53213500976562,150.6516876220703
43,34.0,354.27215576171875,303.2043762207031
44,32.0,316.0101623535156,271.4664611816406
45,16.0,90.60457611083984,76.1485595703125
46,16.0,80.40113067626953,75.98927307128906
47,11.0,38.239112854003906,37.090274810791016
48,18.0,101.8792495727539,94.3095703125
49,43.0,544.29443359375,451.42120361328125
50,49.0,703.3551025390625,561.608154296875
51,25.0,192.27952575683594,172.65689086914062
52,22.0,150.28353881835938,136.10858154296875
53,15.0,70.66376495361328,65.94095611572266
54,21.0,150.4517822265625,124.14999389648438
55,20.0,125.46764373779297,113.20829772949219
