episode,reward,policy_loss,value_loss
1,23.0,178.9430694580078,158.6405487060547
2,26.0,225.35867309570312,197.42152404785156
3,15.0,79.97032165527344,72.67487335205078
4,13.0,59.05356216430664,57.44978332519531
5,16.0,88.78298950195312,82.9197998046875
6,19.0,123.3690185546875,112.49051666259766
7,12.0,51.43201446533203,48.13628005981445
8,10.0,35.56778335571289,34.08401870727539
9,41.0,524.6798095703125,429.6339416503906
10,13.0,59.48369598388672,56.330623626708984
11,19.0,123.39067840576172,111.6276626586914
12,20.0,134.68820190429688,122.6369857788086
13,10.0,34.45529556274414,33.46635055541992
14,34.0,367.2117004394531,311.1942443847656
15,45.0,615.4764404296875,501.3175354003906
16,14.0,67.66535949707031,63.83285903930664
17,15.0,77.18344116210938,70.68207550048828
18,35.0,385.1305847167969,325.7357177734375
19,18.0,109.58197784423828,97.91987609863281
20,21.0,145.92822265625,130.05606079101562
21,13.0,60.208282470703125,54.839012145996094
22,40.0,491.2425231933594,409.58380126953125
23,19.0,121.51526641845703,109.56018829345703
24,30.0,288.094482421875,246.8909149169922
25,19.0,122.20295715332031,109.25067138671875
26,44.0,582.1378784179688,479.5751647949219
27,17.0,97.10650634765625,89.31571960449219
28,68.0,1283.6177978515625,963.7755126953125
29,23.0,170.57174682617188,152.59710693359375
30,10.0,37.65115737915039,32.75880813598633
31,29.0,264.7061462402344,229.34933471679688
32,25.0,199.4820098876953,176.89207458496094
33,21.0,145.04673767089844,128.9912109375
34,26.0,215.13766479492188,190.12294006347656
35,79.0,1666.278564453125,1205.7041015625
36,19.0,118.10379028320312,107.3768310546875
37,10.0,35.203514099121094,32.02294158935547
38,39.0,459.29608154296875,384.4639587402344
39,39.0,456.2162780761719,386.0338439941406
40,16.0,84.0068359375,77.35789489746094
41,16.0,85.3583984375,74.8897933959961
42,9.0,29.07408332824707,25.453699111938477
43,20.0,129.260009765625,115.69459533691406
44,52.0,773.0697631835938,622.6190185546875
45,12.0,49.79927062988281,42.36153030395508
46,61.0,1036.0887451171875,801.9671630859375
47,14.0,66.23978424072266,57.58794021606445
48,15.0,74.77600860595703,65.96295928955078
49,18.0,103.72454833984375,94.47567749023438
50,19.0,114.40140533447266,104.8102798461914
51,39.0,449.5481872558594,379.9078063964844
52,14.0,65.47392272949219,57.483394622802734
53,11.0,40.27605056762695,34.45006561279297
54,28.0,238.66098022460938,212.44949340820312
55,21.0,139.10653686523438,124.62628936767578
56,10.0,35.89935302734375,30.195632934570312
57,48.0,657.112548828125,541.0761108398438
58,21.0,137.6108856201172,123.89756774902344
59,12.0,51.68620300292969,41.58321762084961
60,35.0,363.530517578125,313.93194580078125
61,17.0,91.37753295898438,81.10758972167969
62,20.0,125.38220977783203,110.60282897949219
63,77.0,1542.052001953125,1139.939208984375
64,16.0,80.22686004638672,72.26798248291016
65,19.0,112.3161849975586,100.3830795288086
66,12.0,45.541221618652344,38.54523468017578
67,27.0,218.90725708007812,194.2698211669922
68,22.0,149.20989990234375,133.59886169433594
69,31.0,289.6572265625,250.1150360107422
70,18.0,102.61265563964844,92.0788803100586
71,37.0,396.721435546875,339.1094055175781
72,11.0,38.086326599121094,32.82539367675781
73,70.0,1310.4576416015625,981.2092895507812
74,55.0,829.6886596679688,667.7958374023438
75,16.0,77.64879608154297,68.10582733154297
76,31.0,281.4508056640625,247.10752868652344
77,31.0,281.51446533203125,247.33114624023438
78,38.0,417.2948303222656,356.24700927734375
79,21.0,136.1831817626953,120.72006225585938
80,24.0,170.93215942382812,150.62379455566406
81,47.0,613.5506591796875,510.8233947753906
82,29.0,245.4731903076172,216.55618286132812
83,19.0,106.87195587158203,95.44648742675781
84,39.0,439.1777648925781,370.87091064453125
85,16.0,85.31632232666016,69.89144897460938
86,14.0,58.66233444213867,50.29547882080078
87,22.0,145.8886260986328,129.2866973876953
88,18.0,96.86092376708984,83.62704467773438
89,41.0,470.21917724609375,401.74847412109375
90,32.0,294.3577880859375,255.70761108398438
91,20.0,118.01396942138672,101.80198669433594
92,14.0,62.594635009765625,53.13336181640625
93,23.0,156.68270874023438,139.68699645996094
94,64.0,1078.5303955078125,843.53271484375
95,12.0,41.48902130126953,36.24251937866211
96,24.0,167.003173828125,145.23068237304688
97,26.0,196.14129638671875,175.1298828125
98,40.0,445.73297119140625,377.66949462890625
99,24.0,173.0207977294922,149.76300048828125
100,25.0,178.60614013671875,156.88011169433594
101,74.0,1381.87109375,1051.795654296875
102,52.0,740.751708984375,596.3632202148438
103,76.0,1441.988037109375,1096.8897705078125
104,30.0,255.24998474121094,220.4540557861328
105,42.0,484.913330078125,407.74200439453125
106,18.0,99.39690399169922,83.58989715576172
107,14.0,58.940677642822266,50.627323150634766
108,34.0,325.2905578613281,279.9617004394531
109,18.0,92.30670928955078,79.33291625976562
110,86.0,1774.5560302734375,1313.9241943359375
111,18.0,91.66806030273438,80.97455596923828
112,56.0,828.7186889648438,662.5474853515625
113,19.0,103.78661346435547,91.1825180053711
114,71.0,1243.15966796875,977.3795166015625
115,63.0,1015.0010986328125,802.0910034179688
116,35.0,330.67755126953125,292.66064453125
117,28.0,224.37939453125,192.03282165527344
118,47.0,581.818115234375,489.2920227050781
119,26.0,193.95179748535156,164.484375
120,20.0,115.962890625,97.97640991210938
121,25.0,175.37185668945312,153.94329833984375
122,20.0,112.67776489257812,98.8731689453125
123,44.0,530.0201416015625,431.8191223144531
124,79.0,1476.606201171875,1140.8883056640625
125,77.0,1442.084228515625,1093.1392822265625
126,35.0,330.542724609375,285.4210510253906
127,31.0,259.30853271484375,227.57923889160156
128,50.0,655.5963745117188,534.6532592773438
129,16.0,73.29888916015625,58.2144775390625
130,27.0,205.47946166992188,169.1995849609375
131,36.0,340.78436279296875,299.5732116699219
132,40.0,407.42059326171875,362.76220703125
133,39.0,414.93695068359375,341.23992919921875
134,43.0,476.1924743652344,409.8456726074219
135,75.0,1335.982421875,1038.333984375
136,58.0,820.6861572265625,687.4371337890625
137,41.0,424.9826354980469,375.5296936035156
138,26.0,182.59725952148438,154.93325805664062
139,15.0,59.211883544921875,50.45532989501953
140,13.0,45.62635803222656,36.943763732910156
141,55.0,745.792724609375,621.7705688476562
142,54.0,718.270263671875,602.9340209960938
143,14.0,61.62394332885742,39.1358642578125
144,60.0,918.3541870117188,709.7445678710938
145,38.0,372.0108337402344,319.9454040527344
146,68.0,1103.0206298828125,879.136962890625
147,83.0,1605.0577392578125,1191.7711181640625
148,38.0,358.45269775390625,318.2183837890625
149,50.0,632.4848022460938,516.3146362304688
150,17.0,85.19345092773438,60.62643051147461
151,35.0,300.30511474609375,272.740234375
152,27.0,180.57876586914062,162.7721710205078
153,67.0,1118.586669921875,840.1959228515625
154,42.0,452.36676025390625,374.7118225097656
155,45.0,509.44415283203125,427.2447814941406
156,24.0,137.3800048828125,128.42141723632812
157,34.0,294.7031555175781,252.71627807617188
158,91.0,1875.3023681640625,1351.20068359375
159,90.0,1863.6240234375,1325.373779296875
160,25.0,169.13018798828125,130.48748779296875
161,39.0,357.90625,326.0785217285156
162,75.0,1292.6683349609375,1001.5144653320312
163,81.0,1532.082763671875,1117.1917724609375
164,59.0,804.0371704101562,674.5835571289062
165,94.0,1932.0777587890625,1405.939208984375
166,61.0,852.8203735351562,714.1731567382812
167,54.0,708.3159790039062,573.6919555664062
168,21.0,109.44476318359375,89.489013671875
169,145.0,4061.7314453125,2513.036865234375
170,38.0,347.4536437988281,298.4682922363281
171,78.0,1358.657470703125,1048.641357421875
172,103.0,2328.39111328125,1571.3348388671875
173,25.0,169.7679443359375,124.91192626953125
174,42.0,417.5697021484375,358.92132568359375
175,40.0,378.5566711425781,324.85345458984375
176,16.0,61.29753875732422,43.63313293457031
177,78.0,1315.3507080078125,1042.2042236328125
178,67.0,1049.1353759765625,806.6828002929688
179,16.0,58.093040466308594,43.393985748291016
180,139.0,3716.900390625,2336.02880859375
181,56.0,727.9252319335938,593.5231323242188
182,73.0,1173.652099609375,928.66064453125
183,39.0,351.87860107421875,302.6787109375
184,43.0,432.15679931640625,364.8752746582031
185,37.0,316.767333984375,269.2544250488281
186,37.0,309.40704345703125,273.1865539550781
187,46.0,474.8371276855469,410.53106689453125
188,133.0,3398.847412109375,2187.521240234375
189,29.0,185.94483947753906,160.6475830078125
190,17.0,66.09577941894531,45.65703201293945
191,77.0,1313.512451171875,987.2938232421875
192,61.0,842.0993041992188,664.25244140625
193,33.0,248.5982208251953,209.89988708496094
194,71.0,1129.7889404296875,864.8890380859375
195,66.0,962.5477294921875,757.8549194335938
196,43.0,403.46826171875,351.6803894042969
197,31.0,228.0479278564453,182.04537963867188
